,Product Details,ASIN,Brand,Price,Sales,Revenue,BSR,FBA Fees,Active Sellers #,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Delivery,Dimensions,Weight,Creation Date
974,MULTIFRUIT Juice for Immunity BIO 125 ml - ROTBACKCHEN,B08QW22XCK,ROTBACKCHEN,7.76,,,,,3,,,,0,inandout-distribution,Fresh & Chilled,,MFN,,,11/26/2019
975,"Copella Cloudy Apple Juice, 900 ml",B01DZSN4GA,Copella,,,,147921,,1,5,3,2,0,,All Departments,Large Oversize,,3.2x8.3x3.2,2.16,12/29/2015
976,"Tropicana Apple Juice, 1.6L",B06XKN1FMT,Tropicana,,,,149706,,1,5,171,12,0,,Fresh & Chilled,Large Oversize,,3.8x8.5x3.8,3.81,04-06-2017
977,Slush Puppie Pouches Sour Cherry 6 Pack,B08V17CQYS,Slush puppie,16.99,1,17,150052,7.7,1,3,5,7,0,Bella & Co,Fresh & Chilled,Large Oversize,MFN,11.8x11.8x11.8,3.31,1/26/2021
978,"PRESS Lean Green Cold-Pressed Juice, 500ml",B06WD6BQ7H,PRESS,5.52,,0,151757,,1,4,34,2,0,,Fresh & Chilled,Large Oversize,,2.8x13.0x2.8,1.1,2/17/2017
979,"Alo Comfort - Watermelon & Peach, 500 ml",B00CNVKDU6,Alo Comfort,,,,151355,,1,4,21,5,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,2.4x8.0x2.3,1.25,1/25/2014
980,"Slush Puppie Gift Set - Slush Puppie Pouches Mixed Flavours, Ice Lollies, Mallow Bars, Popping Candy - Kids Drinks, Slush Puppy Drinks Multipack, Ice Pops, Summer Drinks",B0992HG3N4,Naras,19.99,6,120,149999,,1,,,8,0,Naras Retail Mart,Fresh & Chilled,Large Oversize,MFN,11.3x11.7x3.3,3.78,07-09-2021
981,Morrisons The Best Freshly Squeezed Orange Juice with Bits 1L,B01BM44GK2,MORRISONS,2.2,,0,155921,,1,5,160,3,0,,Fresh & Chilled,Large Oversize,,3.3x9.0x3.3,2.43,01-01-2016
982,"Naked Green Machine Apple, Kiwi and Pineapple Smoothie, 750ml",B06XR7F6SQ,Naked,2,,0,156756,,2,5,138,9,4,,Fresh & Chilled,Large Oversize,,2.8x8.3x2.8,1.81,1/15/2019
983,"Savsé Super Green Smoothie, 750ml",B074XJYLCL,Savse,,,,156765,,1,4,3,4,0,,Fresh & Chilled,Large Oversize,,2.8x8.8x2.8,1.94,01-01-2017
984,"Savse Super Blue Smoothie, 750ml",B01LZKML6Z,Savse,,,,157290,,1,5,3,6,0,,All Departments,Large Oversize,,2.8x8.7x2.8,1.81,9/23/2016
985,"Copella Smooth Orange Juice, 1.5 Litre",B01E25T888,Copella,,,,157366,,1,5,6,7,0,,All Departments,Large Oversize,,3.8x10.3x3.7,3.56,12/29/2015
986,"innocent smoothie pineapples, bananas & coconuts 750ml",B0132HDPNG,Innocent,,,,158461,,1,5,43,1,0,,Fresh & Chilled,Large Oversize,,3.0x9.2x3.0,1.83,7/31/2015
987,"Organic Acai Bowl 250g. Ready to eat Vegan acai Puree [purée].100% Fruits, açaí Bowl Made with Pure acai Berry",B089DJZVDQ,Authentic Fruits,9.04,4,36,158038,2.95,1,5,5,6,0,Superfood Market,Fresh & Chilled,Large Oversize,MFN,4.3x7.4x1.7,0.6,6/23/2020
988,"Tropicana Orange Juice Original with Juicy Bits, 250 ml, Pack of 4",B01E25V7X2,Tropicana,,,,161341,,1,,,2,0,,All Departments,Large Oversize,,4.3x5.9x4.2,2.48,12/29/2015
989,"Switchle Organic Matcha Lime and Mint Drink, 250 ml, Pack of 12",B07FFKXLJJ,Switchle,19.72,2,39,160701,7.55,1,5,3,6,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,6.5x8.8x5.4,7.19,07-11-2018
990,"Savse Super Orange Smoothie, 750ml",B01LXY9PPB,Savse,,,,163929,,1,4,5,5,0,,Fresh & Chilled,Large Oversize,,2.8x8.7x2.8,1.82,9/23/2016
991,"Tropicana Tropical Fruit Juice, 850ml",B01E25USSW,Tropicana,2.48,,0,163999,,1,5,112,12,0,,Fresh & Chilled,Large Oversize,,2.8x9.1x2.8,2.03,12/29/2015
992,"PRESS Easy Green Cold-PRESSed Juice, 500ml",B06W58248D,PRESS,5.42,,0,164699,,1,4,18,3,0,,Fresh & Chilled,Large Oversize,,2.8x8.3x2.8,1.1,2/17/2017
993,"innocent Gorgeous Greens Smoothie, 750ml",B01EE5WNWE,Innocent,,,,165088,,1,5,129,1,0,,Fresh & Chilled,Large Oversize,,2.8x9.1x2.7,1.81,4/17/2016
994,"Tropicana Orange & Lime Juice, 850ml",B01E25UX64,Tropicana,,,,165124,,1,5,129,11,0,,Fresh & Chilled,Large Oversize,,2.8x9.1x2.8,2.02,12/29/2015
995,"Copella Apple and Pear Fruit Juice, 1.35L",B07F9VLMXT,Copella,,,,166708,,1,5,48,5,0,,Fresh & Chilled,Large Oversize,,3.7x10.2x3.6,3.26,07-06-2018
996,"Pip Organic Cold Pressed Valencia Orange Juice, 750ml",B0769JXHKN,Pip Organic,,,,167020,,1,4,28,1,0,,Fresh & Chilled,Large Oversize,,2.9x8.7x2.9,1.84,10-09-2017
997,"Copella Apple and Mango Fruit Juice, 1.35L",B07F9SS4WL,Copella,2.5,,0,167783,,1,5,69,5,0,,Fresh & Chilled,Large Oversize,,3.5x10.6x3.5,2.2,07-06-2018
998,"Copella Cloudy Apple Juice, 1.35L",B07D14C57V,Copella,2,,0,167638,,2,5,143,5,6,,Fresh & Chilled,Large Oversize,,3.7x10.2x3.7,3.09,05-01-2018
999,Laperva Weight Loss Slimming Diet Supplement Fat Burner Perfect Ananas 30 Sachets with Zero Protein and Zero Fat,B07N7DMJNQ,laperva,23,2,46,163996,6.02,1,,,3,0,Dr Nutrition LLC,Fresh & Chilled,Large Oversize,MFN,6.4x6.9x2.8,1.04,02-04-2021
1000,"Pom Wonderful Large Fresh Pomegranate Juice, 710ml",B074XHRZH8,POM Wonderful,,,,170661,,1,5,29,3,0,,Fresh & Chilled,Large Oversize,,5.5x8.9x3.1,1.65,01-01-2017
1001,"innocent super smoothie Invigorate, 750ml",B0132FJJ4W,Innocent,,,,171573,,1,5,3,1,0,,Fresh & Chilled,Large Oversize,,2.8x9.2x2.7,1.82,7/31/2015
1002,Cawston Press Apple & Mango Pressed Juice 1l (Pack of 6),B07NTXCKNF,Cawston Press,,,,172696,,1,5,7,6,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,9.1x10.4x6.5,14.7,1/18/2019
1003,"Tropicana Golden Grapefruit Juice, 950ml",B06XKW19DM,Tropicana,,,,173889,,1,5,15,10,0,,Fresh & Chilled,Large Oversize,,3.0x9.1x2.9,2.24,04-06-2017
1004,Biona Cranberry Juice 100 Percent Pure 750 ml (Pack of 6),B01CJXCI00,Biona,58.97,,0,174102,14.44,3,4,9,1,0,,Fresh & Chilled,Large Oversize,MFN,9.8x11.2x6.7,16.8,2/28/2016
1005,"innocent smoothie pomegranates, blueberries & acai 750ml",B0132FLM74,Innocent,,,,174330,,1,5,1,7,0,,Fresh & Chilled,Large Oversize,,2.8x9.2x2.7,1.83,09-02-2020
1006,Welch's Purple Grape Light Chilled Juice Drink (1L),B00MXXO3IM,Welch's,,1,,176130,,1,4,1,1,0,,Grocery,,MFN,,,8/23/2015
1007,"Tropicana Orange and Mango Juice, 1.6L",B06XNMGG74,Tropicana,,,,176746,,1,5,48,7,0,,Fresh & Chilled,Large Oversize,,3.8x8.5x3.8,3.81,04-06-2017
1008,This Water Fresh Raspberry and Apple Juice 420 ml,B006DLOJ4I,Bic,,,,177087,,1,4,55,1,0,,Fresh & Chilled,Large Oversize,,2.6x7.3x1.4,1.01,10/27/2012
1009,"MOJU Ginger Dosing Bottles (4x500ml) | 17.2g of Fresh Pressed Ginger Root in Every Shot | Your Plant Powered Morning Wake Up/Afternoon Lift | Whole Ingredients, Nothing Artificial | 8+Shots per Bottle",B08XZRHJF1,MOJU,28.1,878,24672,1933,,1,5,287,7,142,MOJU Drinks,Fresh & Chilled,,MFN,,,11-11-2020
1010,Biona Organic Cranberry Pure Super Juice 330 ml (Pack of 1),B08124W9FX,Biona Organic,5.38,787,4234,4066,2.94,2,4,566,3,13,Amazon,Fresh & Chilled,Large Oversize,AMZ,3.9x8.9x2.8,1.17,11/19/2019
1011,"ROAR Shots, NEW Acai Shot Pack, Refreshing Natural Energy Health Shot to help boost the immune system. Vitamin C. (6 x 60ml)",B0999SR6X7,Roar Shots,12,126,1512,8113,4.34,1,5,13,7,4,Roar Shots,Fresh & Chilled,Large Oversize,FBA,4.3x5.8x3.7,1.72,7/13/2021
1012,"Robinsons SQUASH'D, No Added Sugar, Real Fruit, Orange, Makes 20 Drinks Per Pack, 6 Packs",B07C7CQJLL,Robinsons,16.99,152,2582,9976,4.8,29,5,480,5,2,JW WORLD,Fresh & Chilled,Large Oversize,FBA,6.1x8.0x1.8,1.19,5/18/2018
1013,"Robinsons SQUASH'D, 0 Percent Sugar, Real Fruit Squash, Low Calorie, Apple & Blackcurrant, Makes 20 Drinks Per Pack, 6 x 66 ml Packs",B00J3WOEDK,Robinsons,19,202,3838,9493,5.41,12,5,2001,5,8,MAMA MART LTD,Fresh & Chilled,Large Oversize,FBA,5.4x6.6x4.4,1.41,06-04-2015
1014,"The Turmeric Co - Liquid Turmeric Drink Shots - High Strength 35000mg of Fresh Turmeric Root with Black Pepper, Pineapple, Lemon, Flax Oil, No Added Water, 28 Shots Cold Pressed, Vegan - Made in UK",B08W5GXKX6,The Turmeric Co.,66.99,208,13934,11985,,1,4,161,7,0,Innate-Essence Limited,Fresh & Chilled,,MFN,,,11-10-2021
1015,Slush Puppie Pouches- Blue Raspberry 3 Pack,B08V1FN4B9,Slush puppie,9.44,14,132,43791,4.01,7,4,16,7,0,Aflahgoodsltd,Fresh & Chilled,Large Oversize,FBA,3.7x8.7x3.0,1.76,1/26/2021
1016,"The Turmeric Co - Turmeric Shots with Black Pepper, 35g Fresh Turmeric and Ginger Shot, Turmeric + Beetroot Fresh Shots, Box of 7, High Strength, 3 Different Flavours, Vegan, Supplements Made in UK",B08XBQWRJD,The Turmeric Co.,19.99,46,920,39727,,1,4,15,7,0,Innate-Essence Limited,Fresh & Chilled,,MFN,,,02-10-2021
1017,Frobishers Pineapple Juice 250ml (Pack of 12),B09C5TZQ1N,Frobishers,21.95,8,176,46863,,1,,,2,0,MysticMoments,Fresh & Chilled,,MFN,,,7/21/2021
1018,"The Turmeric Co, Ginger Shot with Turmeric and Black Pepper, High Strength 16g Raw Ginger Root & 35g Fresh Turmeric Root, 9 Shots Cold Pressed, No Added Sugar, Vegan, Supplements Made in UK",B0786RWZ83,The Turmeric Co.,,206,,69776,,1,5,86,7,-76,,Fresh & Chilled,,MFN,,,2/15/2021
1019,Robinsons Apple & Pear Fruit Shoot Juiced - 24x200ml,B08BPB9C7F,Robinsons,29.99,2,60,77932,9.71,1,,,1,0,FoodServiceDirect,Fresh & Chilled,Large Oversize,MFN,8.5x14.0x4.9,12.02,03-09-2018
1020,"Robinsons SQUASH'D, 0 Percent Sugar, Real Fruit Squash, Low Calorie, Citrus, Makes 20 Drinks Per Pack, 6 x 66 ml Packs",B01GE2RRUS,Robinsons,,6,,81522,,1,5,95,5,0,,Fresh & Chilled,Large Oversize,FBA,5.4x6.5x4.5,1.41,5/24/2016
1021,"Innocent Smooth Orange Juice, 1.35L",B0132FLLY8,Innocent,2.05,5,10,86501,,1,5,745,1,13,,Fresh & Chilled,Large Oversize,,4.0x9.4x4.0,3.27,7/31/2015
1022,Frobishers Cranberry Juice 250ml (Pack of 6),B07VWG9XZN,Frobishers,13.95,1,14,81588,,1,,,2,0,MysticMoments,Fresh & Chilled,,MFN,,,7/29/2019
1023,Rubicon Guava 1L x12 Price Marked,B07RGG69B8,Rubicon,20.49,15,307,88644,,7,5,6,1,0,SHANZA DEPARTMENTAL'S,Fresh & Chilled,,MFN,,,05-05-2019
1024,"Tropicana Smooth, 1.75L",B08TNXZ26V,Tropicana,4,3,12,91664,,1,5,371,7,3,,Fresh & Chilled,Large Oversize,,3.9x9.4x3.7,4.19,1/21/2021
1025,Slush Puppie Pouches Mixed Flavours 3 Pack,B08TZVC6YR,Slush puppie,9.89,26,257,93042,3.8,7,4,22,7,0,Amanah Good Ltd,Fresh & Chilled,Large Oversize,FBA,8.3x9.4x2.0,1.73,1/26/2021
1026,"Morrisons Cloudy Apple Juice 100% Pressed Fruit, 1 Litre",B01CCVA56I,MORRISONS,1.3,3,4,95921,,1,5,482,7,19,,Fresh & Chilled,Large Oversize,,3.2x9.4x3.2,2.37,01-01-2016
1027,"Innocent Orange Juice with Bits, 1.35 litre",B0132FLBEI,Innocent,1.96,2,4,97488,,2,5,402,6,12,,Fresh & Chilled,Large Oversize,,4.1x9.4x4.0,3.26,7/31/2015
1028,Biona Pure Organic Tart Cherry Juice 1 Litre (Pack of 2),B01AUGAGBG,Biona,15.53,12,186,95807,6.91,2,5,8,7,0,Blukoo,Fresh & Chilled,Large Oversize,MFN,9.3x12.3x4.8,6.97,5/17/2013
1029,Organic Aloe Vera Juice Shot 40ml - Inner Leaf - Rich in Acemannan - Cleansing and Hydrating,B07QLN51K4,Erbology,2.99,19,57,98585,2.46,1,5,1,1,0,Erbology,Grocery,Standard Parcel,FBA,2.4x3.5x1.4,0.11,1/14/2020
1030,"Innocent Apple Juice, 1.35L",B0132FJI7U,Innocent,2.05,2,4,101806,,2,5,460,6,5,,Fresh & Chilled,Large Oversize,,3.7x9.4x3.7,3.17,7/31/2015
1031,Vimto 500ml Still Juice No Added Sugar Sportscap (Pack of 12) 1176 + Free FINCHLEY Pen,B08R66S7H4,FINCHLEY,26.99,,,,,2,,,,0,WowBoxMe,Fresh & Chilled,,MFN,,,12/22/2020
1032,Regal Food Mango Juice 2L - Pack of 6- Summer Drinks,B08SF3RLV5,Regal FOOD PRODUCTS Bringing Food To Life,13.5,7,95,96471,,1,,,1,0,Regal Food Products,Fresh & Chilled,,MFN,,,01-07-2021
1033,"Copella Cloudy Apple Juice, 1.5 Litre",B01E25T9RI,Copella,,1,,102998,,1,5,8,2,0,,All Departments,Large Oversize,,3.7x10.3x3.7,3.56,12/29/2015
1034,"Tropicana Orange Juice Original with Bits, 1.6 L",B06XKKQKFB,Tropicana,,1,,106353,,1,5,214,10,0,,Fresh & Chilled,Large Oversize,,3.8x8.5x3.8,3.79,04-04-2017
1035,Frobishers Pineapple Juice 250ml (Pack of 6),B09C5WCYDZ,Frobishers,13.95,10,140,104940,,1,,,2,0,MysticMoments,Fresh & Chilled,Large Oversize,MFN,10.8x12.9x8.1,6.97,7/21/2021
1036,"Morrisons 100% Fruit Apple & Mango Juice, 1L",B01C5YID6G,MORRISONS,1.3,1,1,109880,,2,5,749,6,0,,Fresh & Chilled,Large Oversize,,3.2x9.4x3.1,2.37,01-01-2016
1037,"Innocent Not From Concentrate Tropical, 1.35 Litre",B0132FOH6M,Innocent,2.05,1,2,110033,,2,5,294,1,4,,Fresh & Chilled,Large Oversize,,3.1x9.1x3.1,3.09,7/31/2015
1038,"Tropicana Original Orange Juice, 950ml",B06XNPCXY4,Tropicana,2.48,1,2,113890,,1,5,158,10,0,,Fresh & Chilled,Large Oversize,,3.1x9.3x3.0,2.25,04-06-2017
1039,Frobishers Grapefruit Juice 250ml (Pack of 12),B09C5Z38PT,Frobishers,21.95,7,154,108334,,1,5,2,2,0,MysticMoments,Fresh & Chilled,Large Oversize,MFN,9.8x15.7x5.9,11.02,7/21/2021
1040,"Morrisons Clementine Juice, 1 Litre",B01CE1I73E,MORRISONS,1.3,1,1,115093,,2,5,885,7,38,,Fresh & Chilled,Large Oversize,,3.1x9.4x3.1,2.38,01-01-2016
1041,"DR WITT Premium Polish Drink 1LT X 6, Juice, Mix Drink, Fruit Juice, Mix Juice (Apple Cherry)",B092W2JCRQ,DR WITT,16.99,11,187,116483,7.88,1,4,3,1,0,Green Globe UK Ltd,Fresh & Chilled,Large Oversize,FBA,10.3x10.4x6.5,14.02,4/19/2021
1042,"Tropicana Orange Juice with Extra Juicy Bits, 1.6L",B06XKVW38R,Tropicana,,,,120996,,1,5,160,12,0,,Fresh & Chilled,Large Oversize,,3.8x8.5x3.8,3.8,04-06-2017
1043,"Tropicana Smooth Orange Juice, 950ml",B06XKVS8JP,Tropicana,2.48,,0,120732,,1,5,230,14,0,,Fresh & Chilled,Large Oversize,,5.6x9.3x3.0,2.25,04-06-2017
1044,"Innocent Apple & Mango Juice, 1.35L",B0132FJIO8,Innocent,1.94,,0,121597,,1,5,147,1,0,,Fresh & Chilled,Large Oversize,,4.0x9.6x4.0,3.27,7/31/2015
1045,"Morrisons Apple Juice with Elderflower, 1L",B01CE1I78E,MORRISONS,1.3,,0,121684,,1,5,270,7,5,,Fresh & Chilled,Large Oversize,,3.2x9.4x3.1,2.37,01-01-2016
1046,"Copella Apple and Elderflower Juice, 1.5 Litre",B01E25T5KE,Copella,,,,122298,,1,5,5,2,0,,All Departments,Large Oversize,,3.7x10.3x3.7,3.59,12/29/2015
1047,"Tropicana Orange Juice Smooth, 250ml (4 Pack)",B01E25VB6U,Tropicana,2.65,,0,125505,,1,5,124,5,5,,All Departments,Large Oversize,,4.4x5.8x4.1,2.36,12/29/2015
1048,"Tropicana Pressed Apple Juice, 950ml",B06XL17V7Q,Tropicana,2.48,,0,126404,,1,5,107,6,0,,Fresh & Chilled,Large Oversize,,3.0x9.2x2.9,2.27,04-06-2017
1049,"Tropicana Essentials Berry Boost Juice, 750 ml",B07993MMQG,Tropicana,,,,127000,,1,4,27,4,0,,Fresh & Chilled,Large Oversize,,3.0x9.0x2.9,1.87,1/25/2018
1050,"Innocent Summer Fruits Juice, 1.35L",B0132FQMI8,Innocent,2.05,,0,127139,,2,5,291,1,5,,Fresh & Chilled,Large Oversize,,3.9x9.3x3.9,3.73,7/31/2015
1051,"Tropicana Pinkgrapefruit Juice, 950ml",B06XKKNBS4,Tropicana,,,,129348,,1,5,129,12,2,,Fresh & Chilled,Large Oversize,,2.8x9.1x2.8,2.25,04-04-2017
1052,"Tropicana Pineapple Juice, 850ml",B01DZSOAH2,Tropicana,2.48,,0,129237,,1,5,223,11,0,,Fresh & Chilled,Large Oversize,,2.8x9.1x2.8,2.03,12/29/2015
1053,Regal Bakery Apple Juice 2L,B08NZV9VSQ,Regal FOOD PRODUCTS Bringing Food To Life,2.5,3,8,133693,,1,,,1,0,Regal Food Products,Fresh & Chilled,,MFN,,,11/22/2020
1054,"Copella Orange Juice with Juicy Bits, 1.5 Litre",B01E25T6W6,Copella,,,,135633,,1,5,2,2,0,,All Departments,Large Oversize,,3.7x10.3x3.7,3.58,12/29/2015
1055,"Tropicana Essentials Inner Balance Juice, 750ml",B07994LBCZ,Tropicana,,,,138850,,1,5,5,3,0,,Fresh & Chilled,Large Oversize,,3.0x9.0x2.9,1.86,1/25/2018
1056,"Tropicana Tropical Fruit Juice , 1.6L",B06XL1G123,Tropicana,,,,139250,,1,5,110,12,0,,Fresh & Chilled,Large Oversize,,3.8x8.5x3.8,3.81,04-06-2017
1057,"Tropicana Orange & Mango Juice, 850ml",B01E25UUZS,Tropicana,2.48,,0,143135,,1,5,101,12,5,,Fresh & Chilled,Large Oversize,,2.8x9.1x2.8,2.02,12/29/2015
1058,"V Water Pomegranate & Blueberry Vitamin Water - Zero Sugar - No Artificials, 500ml",B08FXX38MR,V Water,,,,143259,,1,5,17,4,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,2.7x7.7x2.7,1.17,5/31/2020
1059,MULTIFRUIT Juice for Immunity BIO 125 ml - ROTBACKCHEN,B08QW22XCK,ROTBACKCHEN,7.76,,,,,3,,,,0,inandout-distribution,Fresh & Chilled,,MFN,,,11/26/2019
1060,"Copella Cloudy Apple Juice, 900 ml",B01DZSN4GA,Copella,,,,147921,,1,5,3,2,0,,All Departments,Large Oversize,,3.2x8.3x3.2,2.16,12/29/2015
1061,"Tropicana Apple Juice, 1.6L",B06XKN1FMT,Tropicana,,,,149706,,1,5,171,12,0,,Fresh & Chilled,Large Oversize,,3.8x8.5x3.8,3.81,04-06-2017
1062,"Slush Puppie Gift Set - Slush Puppie Pouches Mixed Flavours, Ice Lollies, Mallow Bars, Popping Candy - Kids Drinks, Slush Puppy Drinks Multipack, Ice Pops, Summer Drinks",B0992HG3N4,Naras,19.99,6,120,149999,,1,,,8,0,Naras Retail Mart,Fresh & Chilled,Large Oversize,MFN,11.3x11.7x3.3,3.78,07-09-2021
1063,Morrisons The Best Freshly Squeezed Orange Juice with Bits 1L,B01BM44GK2,MORRISONS,2.2,,0,155921,,1,5,160,3,0,,Fresh & Chilled,Large Oversize,,3.3x9.0x3.3,2.43,01-01-2016
1064,"Copella Smooth Orange Juice, 1.5 Litre",B01E25T888,Copella,,,,157366,,1,5,6,7,0,,All Departments,Large Oversize,,3.8x10.3x3.7,3.56,12/29/2015
1065,"Tropicana Orange Juice Original with Juicy Bits, 250 ml, Pack of 4",B01E25V7X2,Tropicana,,,,161341,,1,,,2,0,,All Departments,Large Oversize,,4.3x5.9x4.2,2.48,12/29/2015
1066,"Tropicana Tropical Fruit Juice, 850ml",B01E25USSW,Tropicana,2.48,,0,163999,,1,5,112,12,0,,Fresh & Chilled,Large Oversize,,2.8x9.1x2.8,2.03,12/29/2015
1067,"Tropicana Orange & Lime Juice, 850ml",B01E25UX64,Tropicana,,,,165124,,1,5,129,11,0,,Fresh & Chilled,Large Oversize,,2.8x9.1x2.8,2.02,12/29/2015
1068,"Copella Apple and Pear Fruit Juice, 1.35L",B07F9VLMXT,Copella,,,,166708,,1,5,48,5,0,,Fresh & Chilled,Large Oversize,,3.7x10.2x3.6,3.26,07-06-2018
1069,"Pip Organic Cold Pressed Valencia Orange Juice, 750ml",B0769JXHKN,Pip Organic,,,,167020,,1,4,28,1,0,,Fresh & Chilled,Large Oversize,,2.9x8.7x2.9,1.84,10-09-2017
1070,"Copella Apple and Mango Fruit Juice, 1.35L",B07F9SS4WL,Copella,2.5,,0,167783,,1,5,69,5,0,,Fresh & Chilled,Large Oversize,,3.5x10.6x3.5,2.2,07-06-2018
1071,"Copella Cloudy Apple Juice, 1.35L",B07D14C57V,Copella,2,,0,167638,,2,5,143,5,6,,Fresh & Chilled,Large Oversize,,3.7x10.2x3.7,3.09,05-01-2018
1072,Laperva Weight Loss Slimming Diet Supplement Fat Burner Perfect Ananas 30 Sachets with Zero Protein and Zero Fat,B07N7DMJNQ,laperva,23,2,46,163996,6.02,1,,,3,0,Dr Nutrition LLC,Fresh & Chilled,Large Oversize,MFN,6.4x6.9x2.8,1.04,02-04-2021
1073,"Pom Wonderful Large Fresh Pomegranate Juice, 710ml",B074XHRZH8,POM Wonderful,,,,170661,,1,5,29,3,0,,Fresh & Chilled,Large Oversize,,5.5x8.9x3.1,1.65,01-01-2017
1074,"Tropicana Golden Grapefruit Juice, 950ml",B06XKW19DM,Tropicana,,,,173889,,1,5,15,10,0,,Fresh & Chilled,Large Oversize,,3.0x9.1x2.9,2.24,04-06-2017
1075,Biona Cranberry Juice 100 Percent Pure 750 ml (Pack of 6),B01CJXCI00,Biona,58.97,,0,174102,14.44,3,4,9,1,0,,Fresh & Chilled,Large Oversize,MFN,9.8x11.2x6.7,16.8,2/28/2016
1076,Welch's Purple Grape Light Chilled Juice Drink (1L),B00MXXO3IM,Welch's,,1,,176130,,1,4,1,1,0,,Grocery,,MFN,,,8/23/2015
1077,"Tropicana Orange and Mango Juice, 1.6L",B06XNMGG74,Tropicana,,,,176746,,1,5,48,7,0,,Fresh & Chilled,Large Oversize,,3.8x8.5x3.8,3.81,04-06-2017
1078,This Water Fresh Raspberry and Apple Juice 420 ml,B006DLOJ4I,Bic,,,,177087,,1,4,55,1,0,,Fresh & Chilled,Large Oversize,,2.6x7.3x1.4,1.01,10/27/2012
1079,"Tropicana Orange Juice with Extra Juicy Bits, 950ml",B06XNPC2YF,Tropicana,2.48,,0,178398,,1,5,80,7,0,,All Departments,Large Oversize,,2.8x9.2x2.8,2.26,04-06-2017
1080,"Copella Apple and Elderflower Juice, 1.35L",B07D15KND8,Copella,2.5,,0,180823,,1,5,199,4,0,,Fresh & Chilled,Large Oversize,,3.7x10.2x3.7,3.09,05-01-2018
1081,"Tropicana Pure Premium Smooth Orange Juice with No Bits, 2 Litre",B01E25UCU6,Tropicana,,,,180989,,1,,,7,0,,All Departments,Large Oversize,,4.0x9.9x4.0,4.72,12/29/2015
1082,"Tropicana Multivitamin Boost Juice, 850ml",B01E25UJFY,Tropicana,2.48,,0,180947,,1,5,155,10,3,,Fresh & Chilled,Large Oversize,,2.8x9.1x2.8,2.04,12/29/2015
1083,"Savse Smoothies Orange Juice, 750ml",B01LXAS1X1,Savse,,,,184221,,1,4,4,6,0,,Fresh & Chilled,Large Oversize,,2.8x8.7x2.8,1.8,10/14/2016
1084,"Morrisons Apple and Mango Juice from Concentrate, 1l",B01BNLSRR2,MORRISONS,,,,186148,,1,4,37,7,0,,All Departments,Large Oversize,,3.8x8.0x2.6,2.38,01-01-2016
1085,"PRESS Sweet Citrus Cold-PRESSed Juice, 250ml",B06XHRTNG4,PRESS,3.02,,0,187593,,1,4,30,4,0,,Fresh & Chilled,Large Oversize,,2.3x6.5x2.3,0.83,03-09-2017
1086,"Tropicana Pure Premium Smooth Orange Juice with No Bits, 1.75 Litre",B01DZSNL6S,Tropicana,,,,189693,,1,5,1,2,0,,All Departments,Large Oversize,,4.0x9.6x4.0,4.15,12/29/2015
1087,"Innocent Orange & Carrot Juice, 900ml",B01EE5WN0Q,Innocent,,,,189704,,1,,,2,0,,Fresh & Chilled,Large Oversize,,3.2x9.4x3.2,2.18,4/17/2016
1088,"Savse Smoothies Apple Juice, 750ml",B01LYLPAZB,Savse,,,,191073,,1,4,2,6,0,,Fresh & Chilled,Large Oversize,,2.8x8.7x2.8,1.85,9/23/2016
1089,"Innocent Orange Juice Smooth, 900ml",B0132FLLYS,Innocent,2.95,,0,195408,,1,5,30,6,1,,Fresh & Chilled,Large Oversize,,3.3x9.3x3.2,2.2,7/31/2015
1090,"PRESS Berry Boost Cold-PRESSed Juice, 500ml",B06WVF8R4G,PRESS,,,,195449,,1,4,21,3,0,,Fresh & Chilled,Large Oversize,,6.1x9.9x3.1,1.33,2/17/2017
1091,"PRESS Fiery Apple Cold-PRESSed Juice, 250ml",B06WP7M48N,PRESS,3.02,,0,199636,,1,4,22,3,0,,Fresh & Chilled,Large Oversize,,2.0x6.7x2.0,0.55,2/17/2017
1092,"Tropicana Ruby Breakfast Juice, 850ml",B00WGH7V3Y,Tropicana,,,,204227,,1,5,27,12,0,,Fresh & Chilled,Large Oversize,,9.1x11.1x2.8,2.12,02-11-2020
1093,"Tropicana Trop50 Orange Juice Drink, 1L",B01DZSO21Q,Tropicana,1.5,,0,204911,,1,4,91,6,2,,All Departments,Large Oversize,,3.0x9.5x3.0,2.36,12/29/2015
1094,"Copella Apple and Blackberry Fruit Juice, 1.35L",B07F9VYX3V,Copella,2.5,,0,205646,,1,4,81,4,1,,Fresh & Chilled,Large Oversize,,3.7x10.2x3.7,3.24,07-06-2018
1095,innocent apple & berry juice 900ml,B0132FJN3Y,Innocent,,,,208583,,1,,,7,0,,Fresh & Chilled,Large Oversize,,3.3x9.4x3.2,2.19,7/31/2015
1096,"Maaza Mango Drink, 600 ml (Pack of 24) Bottle I Fruit Juice I Refreshing I Delicious I Made from Actual Mango Pulp; Also Contains Tasty alphonsos I Spirit of Mangoes- 24x600ML",B07Y55D26Q,Maaza,,2,,208079,,1,5,1,1,0,,Fresh & Chilled,,MFN,,,9/19/2019
